City,Year,Sport,Discipline,Event,Athlete,Gender,Country_Code,Country,Event_gender,Medal
Moscow,1980,Wrestling,Wrestling Free.,68 - 74kg (welterweight),"KARABIN, Dan",Men,TCH,Czechoslovakia,M,Bronze
Moscow,1980,Wrestling,Wrestling Free.,74 - 82kg (middleweight),"ARATSILOV, Magomedkhan",Men,URS,Soviet Union,M,Silver
Moscow,1980,Wrestling,Wrestling Free.,+ 100kg (super heavyweight),"ANDIEV, Soslan",Men,URS,Soviet Union,M,Gold
Moscow,1980,Wrestling,Wrestling Free.,52 - 57kg (bantamweight),"LI, Ho Pyong",Men,PRK,"Korea, North",M,Silver
Moscow,1980,Wrestling,Wrestling Free.,74 - 82kg (middleweight),"KOVACS, Istvan",Men,HUN,Hungary,M,Bronze
Moscow,1980,Wrestling,Wrestling Free.,48 - 52kg (flyweight),"STECYK, Wladyslaw",Men,POL,Poland,M,Silver
Moscow,1980,Wrestling,Wrestling Free.,62 - 68kg (lightweight),"ABSAIDOV, Saipulla",Men,URS,Soviet Union,M,Gold
Moscow,1980,Wrestling,Wrestling Free.,82 - 90kg (light-heavyweight),"CICHON, Aleksander",Men,POL,Poland,M,Bronze
Moscow,1980,Wrestling,Wrestling Free.,57 - 62kg (featherweight),"ABUSHEV, Magomedgasan",Men,URS,Soviet Union,M,Gold
Moscow,1980,Wrestling,Wrestling Free.,82 - 90kg (light-heavyweight),"NEUPERT, Uwe",Men,GDR,East Germany,M,Silver
Moscow,1980,Wrestling,Wrestling Free.,68 - 74kg (welterweight),"RAICHEV, Valentin",Men,BUL,Bulgaria,M,Gold
Moscow,1980,Wrestling,Wrestling Free.,68 - 74kg (welterweight),"DAVAAJAV, Jamtsying",Men,MGL,Mongolia,M,Silver
Moscow,1980,Wrestling,Wrestling Gre-R,- 48kg (light-flyweight),"SERES, Ferenc",Men,HUN,Hungary,M,Bronze
Moscow,1980,Wrestling,Wrestling Gre-R,74 - 82kg (middleweight),"PAVLOV, Pavel",Men,BUL,Bulgaria,M,Bronze
Moscow,1980,Wrestling,Wrestling Gre-R,68 - 74kg (welterweight),"BYKOV, Anatoli",Men,URS,Soviet Union,M,Silver
Moscow,1980,Wrestling,Wrestling Gre-R,+ 100kg (super heavyweight),"TOMOV, Aleksandr",Men,BUL,Bulgaria,M,Silver
Moscow,1980,Wrestling,Wrestling Gre-R,82 - 90kg (light-heavyweight),"DICU, Petre",Men,ROU,Romania,M,Bronze
Moscow,1980,Wrestling,Wrestling Gre-R,48 - 52kg (flyweight),"RACZ, Lajos",Men,HUN,Hungary,M,Silver
Moscow,1980,Wrestling,Wrestling Gre-R,90 - 100kg (heavyweight),"ANDREI, Vasile",Men,ROU,Romania,M,Bronze
Moscow,1980,Wrestling,Wrestling Gre-R,57 - 62kg (featherweight),"TOTH, Istvan",Men,HUN,Hungary,M,Silver
Moscow,1980,Wrestling,Wrestling Gre-R,74 - 82kg (middleweight),"KORBAN, Gennadi",Men,URS,Soviet Union,M,Gold
Moscow,1980,Wrestling,Wrestling Gre-R,52 - 57kg (bantamweight),"LJUNGBECK, Benni",Men,SWE,Sweden,M,Bronze
Moscow,1980,Wrestling,Wrestling Gre-R,62 - 68kg (lightweight),"SKIOLD, Lars-Erik",Men,SWE,Sweden,M,Bronze
Moscow,1980,Wrestling,Wrestling Gre-R,68 - 74kg (welterweight),"KOCSIS, Ferenc",Men,HUN,Hungary,M,Gold
Moscow,1980,Wrestling,Wrestling Gre-R,68 - 74kg (welterweight),"HUHTALA, Mikko",Men,FIN,Finland,M,Bronze
Moscow,1980,Wrestling,Wrestling Gre-R,82 - 90kg (light-heavyweight),"NOTTNY, Norbert",Men,HUN,Hungary,M,Gold
Moscow,1980,Wrestling,Wrestling Gre-R,+ 100kg (super heavyweight),"BCHARA, Hassan",Men,LIB,Lebanon,M,Bronze
Moscow,1980,Wrestling,Wrestling Gre-R,74 - 82kg (middleweight),"DOLGOWICZ, Jan",Men,POL,Poland,M,Silver
Moscow,1980,Wrestling,Wrestling Gre-R,90 - 100kg (heavyweight),"BIERLA, Roman",Men,POL,Poland,M,Silver
Moscow,1980,Wrestling,Wrestling Gre-R,57 - 62kg (featherweight),"KRAMORENKO, Boris",Men,URS,Soviet Union,M,Bronze
Moscow,1980,Wrestling,Wrestling Gre-R,62 - 68kg (lightweight),"RUSU, Stefan",Men,ROU,Romania,M,Gold
Moscow,1980,Wrestling,Wrestling Gre-R,- 48kg (light-flyweight),"ALEXANDRU, Constantin",Men,ROU,Romania,M,Silver
Moscow,1980,Wrestling,Wrestling Gre-R,82 - 90kg (light-heavyweight),"KANYGIN, Igor",Men,URS,Soviet Union,M,Silver
Moscow,1980,Wrestling,Wrestling Gre-R,48 - 52kg (flyweight),"MLADENOV, Mladen",Men,BUL,Bulgaria,M,Bronze
Moscow,1980,Wrestling,Wrestling Gre-R,57 - 62kg (featherweight),"MIGIAKIS, Stilianos",Men,GRE,Greece,M,Gold
Moscow,1980,Wrestling,Wrestling Gre-R,90 - 100kg (heavyweight),"RAIKOV, Georgi",Men,BUL,Bulgaria,M,Gold
Moscow,1980,Wrestling,Wrestling Gre-R,48 - 52kg (flyweight),"BLAGIDZE, Vakhtang",Men,URS,Soviet Union,M,Gold
Moscow,1980,Wrestling,Wrestling Gre-R,+ 100kg (super heavyweight),"KOLCHINSKY, Aleksandr",Men,URS,Soviet Union,M,Gold
Moscow,1980,Wrestling,Wrestling Gre-R,62 - 68kg (lightweight),"SUPRON, Andrzej",Men,POL,Poland,M,Silver
Moscow,1980,Wrestling,Wrestling Gre-R,52 - 57kg (bantamweight),"LIPIEN, Josef",Men,POL,Poland,M,Silver
Moscow,1980,Wrestling,Wrestling Gre-R,- 48kg (light-flyweight),"USHKEMPIROV, Zhaksylyk",Men,URS,Soviet Union,M,Gold
Moscow,1980,Wrestling,Wrestling Gre-R,52 - 57kg (bantamweight),"SERIKOV, Shamil",Men,URS,Soviet Union,M,Gold
Los Angeles,1984,Aquatics,Diving,3m springboard,"MCCORMICK, Kelly Anne",Women,USA,United States,W,Silver
Los Angeles,1984,Aquatics,Diving,10m platform,"KIMBALL, Bruce D.",Men,USA,United States,M,Silver
Los Angeles,1984,Aquatics,Diving,3m springboard,"MERRIOTT, Ronald Marshall",Men,USA,United States,M,Bronze
Los Angeles,1984,Aquatics,Diving,3m springboard,"SEUFERT, Christina",Women,USA,United States,W,Bronze
Los Angeles,1984,Aquatics,Diving,3m springboard,"TAN, Liang-De",Men,CHN,China,M,Silver
Los Angeles,1984,Aquatics,Diving,3m springboard,"LOUGANIS, Gregory",Men,USA,United States,M,Gold
Los Angeles,1984,Aquatics,Diving,10m platform,"LI, Kong-Zheng",Men,CHN,China,M,Bronze
Los Angeles,1984,Aquatics,Diving,10m platform,"MITCHELL, Michele",Women,USA,United States,W,Silver
Los Angeles,1984,Aquatics,Diving,10m platform,"LOUGANIS, Gregory",Men,USA,United States,M,Gold
Los Angeles,1984,Aquatics,Diving,10m platform,"WYLAND-WILLIAMS, Wendy Lian",Women,USA,United States,W,Bronze
Los Angeles,1984,Aquatics,Diving,3m springboard,"BERNIER, Sylvie",Women,CAN,Canada,W,Gold
Los Angeles,1984,Aquatics,Diving,10m platform,"ZHOU, Ji-Hong",Women,CHN,China,W,Gold
Los Angeles,1984,Aquatics,Swimming,4x100m freestyle relay,"SEICK, Karin",Women,FRG,West Germany,W,Bronze
Los Angeles,1984,Aquatics,Swimming,4x200m freestyle relay,"FAHRNER, Thomas",Men,FRG,West Germany,M,Silver
Los Angeles,1984,Aquatics,Swimming,200m butterfly,"PHILLIPS, Karen",Women,AUS,Australia,W,Silver
Los Angeles,1984,Aquatics,Swimming,4x200m freestyle relay,"KORTHALS, Dirk",Men,FRG,West Germany,M,Silver
Los Angeles,1984,Aquatics,Swimming,200m backstroke,"HENNING, Cameron",Men,CAN,Canada,M,Bronze
Los Angeles,1984,Aquatics,Swimming,800m freestyle,"RICHARDSON, Michele",Women,USA,United States,W,Silver
Los Angeles,1984,Aquatics,Swimming,4x100m medley relay,"ANDREWS, Theresa",Women,USA,United States,W,Gold
Los Angeles,1984,Aquatics,Swimming,4x100m freestyle relay,"VERSTAPPEN, Annemarie",Women,NED,Netherlands,W,Silver
Los Angeles,1984,Aquatics,Swimming,200m backstroke,"CAREY, Richard John",Men,USA,United States,M,Gold
Los Angeles,1984,Aquatics,Swimming,4x100m medley relay,"KERRY, Mark",Men,AUS,Australia,M,Bronze
Los Angeles,1984,Aquatics,Swimming,4x100m medley relay,"STOCKWELL, Marcus",Men,AUS,Australia,M,Bronze
Los Angeles,1984,Aquatics,Swimming,4x100m medley relay,"HASSE, Ute",Women,FRG,West Germany,W,Silver
Los Angeles,1984,Aquatics,Swimming,4x100m medley relay,"MEAGHER, Mary T.",Women,USA,United States,W,Gold
Los Angeles,1984,Aquatics,Swimming,4x100m medley relay,"OTTENBRITE, Anne",Women,CAN,Canada,W,Bronze
Los Angeles,1984,Aquatics,Swimming,100m breaststroke,"LUNDQUIST, Steven K.",Men,USA,United States,M,Gold
Los Angeles,1984,Aquatics,Swimming,4x100m medley relay,"MORALES, Pablo",Men,USA,United States,M,Gold
Los Angeles,1984,Aquatics,Swimming,200m breaststroke,"DAGON, Etienne",Men,SUI,Switzerland,M,Bronze
Los Angeles,1984,Aquatics,Swimming,400m freestyle,"MYKKANEN, John Cary",Men,USA,United States,M,Silver
Los Angeles,1984,Aquatics,Swimming,4x100m medley relay,"BEYERMANN, Ina",Women,FRG,West Germany,W,Silver
Los Angeles,1984,Aquatics,Swimming,100m backstroke,"WEST, Michael",Men,CAN,Canada,M,Bronze
Los Angeles,1984,Aquatics,Swimming,400m freestyle,"CROFT, June",Women,GBR,United Kingdom,W,Bronze
Los Angeles,1984,Aquatics,Swimming,4x200m freestyle relay,"FLOAT, Jeffrey James",Men,USA,United States,M,Gold
Los Angeles,1984,Aquatics,Swimming,4x100m medley relay,"CAULKINS, Tracy Anne",Women,USA,United States,W,Gold
Los Angeles,1984,Aquatics,Swimming,4x100m medley relay,"LUNDQUIST, Steven K.",Men,USA,United States,M,Gold
Los Angeles,1984,Aquatics,Swimming,100m freestyle,"GAINES, Ambrose Iv",Men,USA,United States,M,Gold
Los Angeles,1984,Aquatics,Swimming,400m freestyle,"COHEN, Tiffany Lisa",Women,USA,United States,W,Gold
Los Angeles,1984,Aquatics,Swimming,4x200m freestyle relay,"HOWE, Paul Tony",Men,GBR,United Kingdom,M,Bronze
Los Angeles,1984,Aquatics,Swimming,100m backstroke,"CAREY, Richard John",Men,USA,United States,M,Gold
Los Angeles,1984,Aquatics,Swimming,4x100m freestyle relay,"ZSCHERPE, Iris",Women,FRG,West Germany,W,Bronze
Los Angeles,1984,Aquatics,Swimming,100m backstroke,"WILSON, David Dennis",Men,USA,United States,M,Silver
Los Angeles,1984,Aquatics,Swimming,200m freestyle,"HEATH, Michael Steward",Men,USA,United States,M,Silver
Los Angeles,1984,Aquatics,Swimming,4x100m medley relay,"RAI, Pamela",Women,CAN,Canada,W,Bronze
Los Angeles,1984,Aquatics,Swimming,4x100m freestyle relay,"REIJERS, Desi",Women,NED,Netherlands,W,Silver
Los Angeles,1984,Aquatics,Swimming,100m freestyle,"VERSTAPPEN, Annemarie",Women,NED,Netherlands,W,Bronze
Los Angeles,1984,Aquatics,Swimming,100m backstroke,"ANDREWS, Theresa",Women,USA,United States,W,Gold
Los Angeles,1984,Aquatics,Swimming,4x200m freestyle relay,"HEATH, Michael Steward",Men,USA,United States,M,Gold
Los Angeles,1984,Aquatics,Swimming,200m individual medley,"BAUMANN, Alexander",Men,CAN,Canada,M,Gold
Los Angeles,1984,Aquatics,Swimming,4x100m freestyle relay,"HOGSHEAD, Nancy Lynn",Women,USA,United States,W,Gold
Los Angeles,1984,Aquatics,Swimming,100m butterfly,"GROSS, Michael",Men,FRG,West Germany,M,Gold
Los Angeles,1984,Aquatics,Swimming,400m freestyle,"HARDCASTLE, Sarah",Women,GBR,United Kingdom,W,Silver
Los Angeles,1984,Aquatics,Swimming,1500m freestyle,"DICARLO, George Thomas",Men,USA,United States,M,Silver
Los Angeles,1984,Aquatics,Swimming,4x100m freestyle relay,"FASALA, Gregory",Men,AUS,Australia,M,Silver
Los Angeles,1984,Aquatics,Swimming,4x200m freestyle relay,"GROSS, Michael",Men,FRG,West Germany,M,Silver
Los Angeles,1984,Aquatics,Swimming,4x100m freestyle relay,"STOCKWELL, Marcus",Men,AUS,Australia,M,Silver
Los Angeles,1984,Aquatics,Swimming,200m breaststroke,"BERINGEN, Glenn",Men,AUS,Australia,M,Silver
Los Angeles,1984,Aquatics,Swimming,200m breaststroke,"OTTENBRITE, Anne",Women,CAN,Canada,W,Gold
Los Angeles,1984,Aquatics,Swimming,4x100m freestyle relay,"GAINES, Ambrose Iv",Men,USA,United States,M,Gold
Los Angeles,1984,Aquatics,Swimming,100m butterfly,"SEICK, Karin",Women,FRG,West Germany,W,Bronze
Los Angeles,1984,Aquatics,Swimming,4x100m freestyle relay,"BROOKS, Neil",Men,AUS,Australia,M,Silver
Los Angeles,1984,Aquatics,Swimming,100m breaststroke,"DAVIS, Victor",Men,CAN,Canada,M,Silver
Los Angeles,1984,Aquatics,Swimming,4x200m freestyle relay,"SCHOWTKA, Alexander",Men,FRG,West Germany,M,Silver
Los Angeles,1984,Aquatics,Swimming,4x100m medley relay,"BUCHANAN, Glenn",Men,AUS,Australia,M,Bronze
Los Angeles,1984,Aquatics,Swimming,100m freestyle,"JOHANSSON, Per",Men,SWE,Sweden,M,Bronze
Los Angeles,1984,Aquatics,Swimming,200m butterfly,"VIDAL CASTRO, Rafael Antonio",Men,VEN,Venezuela,M,Bronze
Los Angeles,1984,Aquatics,Swimming,4x100m medley relay,"ABDO, Reema",Women,CAN,Canada,W,Bronze
Los Angeles,1984,Aquatics,Swimming,100m butterfly,"JOHNSON, Jenna Leigh",Women,USA,United States,W,Silver
Los Angeles,1984,Aquatics,Swimming,4x100m freestyle relay,"JOHANSSON, Per",Men,SWE,Sweden,M,Bronze
Los Angeles,1984,Aquatics,Swimming,4x100m freestyle relay,"DELANY, Michael",Men,AUS,Australia,M,Silver
Los Angeles,1984,Aquatics,Swimming,200m backstroke,"WHITE, Amy Lee",Women,USA,United States,W,Silver
Los Angeles,1984,Aquatics,Swimming,400m individual medley,"PRADO, Ricardo",Men,BRA,Brazil,M,Silver
Los Angeles,1984,Aquatics,Swimming,200m freestyle,"GROSS, Michael",Men,FRG,West Germany,M,Gold
Los Angeles,1984,Aquatics,Swimming,4x100m medley relay,"CAREY, Richard John",Men,USA,United States,M,Gold
Los Angeles,1984,Aquatics,Swimming,100m butterfly,"MORALES, Pablo",Men,USA,United States,M,Silver
Los Angeles,1984,Aquatics,Swimming,100m breaststroke,"EVANS, Peter",Men,AUS,Australia,M,Bronze
Los Angeles,1984,Aquatics,Swimming,4x100m medley relay,"GAINES, Ambrose Iv",Men,USA,United States,M,Gold
Los Angeles,1984,Aquatics,Swimming,4x100m freestyle relay,"BARON, Bengt",Men,SWE,Sweden,M,Bronze
Los Angeles,1984,Aquatics,Swimming,4x100m medley relay,"SEICK, Karin",Women,FRG,West Germany,W,Silver
Los Angeles,1984,Aquatics,Swimming,4x100m medley relay,"WEST, Michael",Men,CAN,Canada,M,Silver
Los Angeles,1984,Aquatics,Swimming,200m backstroke,"DELCOURT, Frederic",Men,FRA,France,M,Silver
Los Angeles,1984,Aquatics,Swimming,400m individual medley,"CAULKINS, Tracy Anne",Women,USA,United States,W,Gold
Los Angeles,1984,Aquatics,Swimming,1500m freestyle,"O'BRIEN, Michael Jon",Men,USA,United States,M,Gold
Los Angeles,1984,Aquatics,Swimming,200m butterfly,"SIEBEN, Jonathan",Men,AUS,Australia,M,Gold
Los Angeles,1984,Aquatics,Swimming,100m breaststroke,"OTTENBRITE, Anne",Women,CAN,Canada,W,Silver
Los Angeles,1984,Aquatics,Swimming,4x200m freestyle relay,"COCHRAN, Neil",Men,GBR,United Kingdom,M,Bronze
Los Angeles,1984,Aquatics,Swimming,400m individual medley,"WOODHOUSE, Robert",Men,AUS,Australia,M,Bronze
Los Angeles,1984,Aquatics,Swimming,4x100m freestyle relay,"TORRES, Dara",Women,USA,United States,W,Gold
Los Angeles,1984,Aquatics,Swimming,4x100m medley relay,"PONTING, Thomas",Men,CAN,Canada,M,Silver
Los Angeles,1984,Aquatics,Swimming,200m breaststroke,"RAPP, Susan Gerard",Women,USA,United States,W,Silver
Los Angeles,1984,Aquatics,Swimming,800m freestyle,"COHEN, Tiffany Lisa",Women,USA,United States,W,Gold
Los Angeles,1984,Aquatics,Swimming,4x100m freestyle relay,"SCHUSTER, Susanne",Women,FRG,West Germany,W,Bronze
Los Angeles,1984,Aquatics,Swimming,4x100m medley relay,"HOGSHEAD, Nancy Lynn",Women,USA,United States,W,Gold
Los Angeles,1984,Aquatics,Swimming,4x100m freestyle relay,"VOSKES, Elles",Women,NED,Netherlands,W,Silver
Los Angeles,1984,Aquatics,Swimming,200m individual medley,"HOGSHEAD, Nancy Lynn",Women,USA,United States,W,Silver
Los Angeles,1984,Aquatics,Swimming,4x100m medley relay,"SCHLICHT, Svenja",Women,FRG,West Germany,W,Silver
Los Angeles,1984,Aquatics,Swimming,4x100m freestyle relay,"ORN, Mikael",Men,SWE,Sweden,M,Bronze
Los Angeles,1984,Aquatics,Swimming,4x100m freestyle relay,"HEATH, Michael Steward",Men,USA,United States,M,Gold
Los Angeles,1984,Aquatics,Swimming,800m freestyle,"HARDCASTLE, Sarah",Women,GBR,United Kingdom,W,Bronze
Los Angeles,1984,Aquatics,Swimming,4x100m medley relay,"GOSS, Donald Alexander",Men,CAN,Canada,M,Silver
Los Angeles,1984,Aquatics,Swimming,100m backstroke,"MITCHELL, Elizabeth",Women,USA,United States,W,Silver
Los Angeles,1984,Aquatics,Swimming,200m individual medley,"PEARSON, Michelle",Women,AUS,Australia,W,Bronze
Los Angeles,1984,Aquatics,Swimming,200m breaststroke,"LEMPEREUR, Ingrid",Women,BEL,Belgium,W,Bronze
Los Angeles,1984,Aquatics,Swimming,4x100m freestyle relay,"LEJDSTROM, Thomas",Men,SWE,Sweden,M,Bronze
Los Angeles,1984,Aquatics,Swimming,200m breaststroke,"DAVIS, Victor",Men,CAN,Canada,M,Gold
Los Angeles,1984,Aquatics,Swimming,200m butterfly,"GROSS, Michael",Men,FRG,West Germany,M,Silver
Los Angeles,1984,Aquatics,Swimming,4x100m freestyle relay,"VAN BENTUM, Conny",Women,NED,Netherlands,W,Silver
Los Angeles,1984,Aquatics,Swimming,4x100m medley relay,"DAVIS, Victor",Men,CAN,Canada,M,Silver
Los Angeles,1984,Aquatics,Swimming,200m butterfly,"MEAGHER, Mary T.",Women,USA,United States,W,Gold
Los Angeles,1984,Aquatics,Swimming,400m individual medley,"BAUMANN, Alexander",Men,CAN,Canada,M,Gold
Los Angeles,1984,Aquatics,Swimming,200m backstroke,"DE ROVER, Jolanda",Women,NED,Netherlands,W,Gold
Los Angeles,1984,Aquatics,Swimming,4x100m medley relay,"MAC PHERSON, Michelle",Women,CAN,Canada,W,Bronze
Los Angeles,1984,Aquatics,Swimming,4x100m medley relay,"EVANS, Peter",Men,AUS,Australia,M,Bronze
Los Angeles,1984,Aquatics,Swimming,100m breaststroke,"POIROT, Catherine",Women,FRA,France,W,Bronze
Los Angeles,1984,Aquatics,Swimming,200m individual medley,"CAULKINS, Tracy Anne",Women,USA,United States,W,Gold
Los Angeles,1984,Aquatics,Swimming,200m backstroke,"PATRASCOIU, Aneta",Women,ROU,Romania,W,Bronze
Los Angeles,1984,Aquatics,Swimming,200m individual medley,"MORALES, Pablo",Men,USA,United States,M,Silver
Los Angeles,1984,Aquatics,Swimming,4x200m freestyle relay,"ASTBURY, Andrew",Men,GBR,United Kingdom,M,Bronze
Los Angeles,1984,Aquatics,Swimming,200m freestyle,"VERSTAPPEN, Annemarie",Women,NED,Netherlands,W,Bronze
Los Angeles,1984,Aquatics,Swimming,4x200m freestyle relay,"HAYES, Lawrence Bruce",Men,USA,United States,M,Gold
Los Angeles,1984,Aquatics,Swimming,100m freestyle,"STOCKWELL, Marcus",Men,AUS,Australia,M,Silver
Los Angeles,1984,Aquatics,Swimming,100m freestyle,"HOGSHEAD, Nancy Lynn",Women,USA,United States,W,Gold
Los Angeles,1984,Aquatics,Swimming,100m breaststroke,"VAN STAVEREN, Petra",Women,NED,Netherlands,W,Gold
Los Angeles,1984,Aquatics,Swimming,200m freestyle,"FAHRNER, Thomas",Men,FRG,West Germany,M,Bronze
Los Angeles,1984,Aquatics,Swimming,4x100m freestyle relay,"STEINSEIFER, Carolyn",Women,USA,United States,W,Gold
Los Angeles,1984,Aquatics,Swimming,100m freestyle,"STEINSEIFER, Carolyn",Women,USA,United States,W,Gold
Los Angeles,1984,Aquatics,Swimming,4x200m freestyle relay,"EASTER, Paul Robert",Men,GBR,United Kingdom,M,Bronze
Los Angeles,1984,Aquatics,Swimming,200m freestyle,"WAYTE, Mary Alice",Women,USA,United States,W,Gold
Los Angeles,1984,Aquatics,Swimming,400m individual medley,"LANDELLS, Suzanne",Women,AUS,Australia,W,Silver
Los Angeles,1984,Aquatics,Swimming,4x200m freestyle relay,"LARSON, David Erwin",Men,USA,United States,M,Gold
Los Angeles,1984,Aquatics,Swimming,4x100m freestyle relay,"JOHNSON, Jenna Leigh",Women,USA,United States,W,Gold
Los Angeles,1984,Aquatics,Swimming,4x100m freestyle relay,"PIELKE, Christiane",Women,FRG,West Germany,W,Bronze
Los Angeles,1984,Aquatics,Swimming,1500m freestyle,"PFEIFFER, Stefan",Men,FRG,West Germany,M,Bronze
Los Angeles,1984,Aquatics,Swimming,4x100m freestyle relay,"BIONDI, Matthew",Men,USA,United States,M,Gold
Los Angeles,1984,Aquatics,Swimming,400m freestyle,"LEMBERG, Justin",Men,AUS,Australia,M,Bronze
Los Angeles,1984,Aquatics,Swimming,100m backstroke,"DE ROVER, Jolanda",Women,NED,Netherlands,W,Bronze
Los Angeles,1984,Aquatics,Swimming,200m freestyle,"WOODHEAD, Cynthia Lee",Women,USA,United States,W,Silver
Los Angeles,1984,Aquatics,Swimming,4x100m freestyle relay,"CAVANAUGH, Christopher Carl",Men,USA,United States,M,Gold
Los Angeles,1984,Aquatics,Swimming,400m freestyle,"DICARLO, George Thomas",Men,USA,United States,M,Gold
Los Angeles,1984,Aquatics,Swimming,200m individual medley,"COCHRAN, Neil",Men,GBR,United Kingdom,M,Bronze
Los Angeles,1984,Aquatics,Swimming,100m butterfly,"MEAGHER, Mary T.",Women,USA,United States,W,Gold
Los Angeles,1984,Aquatics,Swimming,400m individual medley,"ZINDLER, Petra",Women,FRG,West Germany,W,Bronze
Los Angeles,1984,Aquatics,Swimming,200m butterfly,"BEYERMANN, Ina",Women,FRG,West Germany,W,Bronze
Los Angeles,1984,Aquatics,Swimming,100m butterfly,"BUCHANAN, Glenn",Men,AUS,Australia,M,Bronze
Los Angeles,1984,Aquatics,Synchronized S.,solo,"RUIZ-CONFORTO, Tracie Lehuanani",Women,USA,United States,W,Gold
Los Angeles,1984,Aquatics,Synchronized S.,solo,"MOTOYOSHI, Miwako",Women,JPN,Japan,W,Bronze
Los Angeles,1984,Aquatics,Synchronized S.,duet,"KIMURA, Saeko",Women,JPN,Japan,W,Bronze
Los Angeles,1984,Aquatics,Synchronized S.,duet,"HAMBROOK, Sharon",Women,CAN,Canada,W,Silver
Los Angeles,1984,Aquatics,Synchronized S.,duet,"RUIZ-CONFORTO, Tracie Lehuanani",Women,USA,United States,W,Gold
Los Angeles,1984,Aquatics,Synchronized S.,solo,"WALDO, Carolyn",Women,CAN,Canada,W,Silver
Los Angeles,1984,Aquatics,Synchronized S.,duet,"COSTIE, Candace",Women,USA,United States,W,Gold
Los Angeles,1984,Aquatics,Synchronized S.,duet,"MOTOYOSHI, Miwako",Women,JPN,Japan,W,Bronze
Los Angeles,1984,Aquatics,Synchronized S.,duet,"KRYCZKA, Kelly",Women,CAN,Canada,W,Silver
Los Angeles,1984,Aquatics,Water polo,water polo,"FERNANDEZ, Armando",Men,FRG,West Germany,M,Bronze
Los Angeles,1984,Aquatics,Water polo,water polo,"FREUND, Roland",Men,FRG,West Germany,M,Bronze
Los Angeles,1984,Aquatics,Water polo,water polo,"OTTO, Frank",Men,FRG,West Germany,M,Bronze
Los Angeles,1984,Aquatics,Water polo,water polo,"SIMAN, John O'Connell",Men,USA,United States,M,Silver
Los Angeles,1984,Aquatics,Water polo,water polo,"DORST, Christopher Taylor",Men,USA,United States,M,Silver
Los Angeles,1984,Aquatics,Water polo,water polo,"BUKIC, Perica",Men,YUG,Yugoslavia,M,Gold
Los Angeles,1984,Aquatics,Water polo,water polo,"HUBER, Thomas",Men,FRG,West Germany,M,Bronze
Los Angeles,1984,Aquatics,Water polo,water polo,"LOEBB, Thomas",Men,FRG,West Germany,M,Bronze
Los Angeles,1984,Aquatics,Water polo,water polo,"SHAW, Timothy Andrew",Men,USA,United States,M,Silver
Los Angeles,1984,Aquatics,Water polo,water polo,"WILSON, Craig Martin",Men,USA,United States,M,Silver
Los Angeles,1984,Aquatics,Water polo,water polo,"ROBERTSON, Kevin George",Men,USA,United States,M,Silver
Los Angeles,1984,Aquatics,Water polo,water polo,"SCHRODER, Jurgen",Men,FRG,West Germany,M,Bronze
Los Angeles,1984,Aquatics,Water polo,water polo,"OBSCHERNIKAT, Werner",Men,FRG,West Germany,M,Bronze
Los Angeles,1984,Aquatics,Water polo,water polo,"ANDRIC, Dragan",Men,YUG,Yugoslavia,M,Gold
Los Angeles,1984,Aquatics,Water polo,water polo,"THEISMANN, Dirk",Men,FRG,West Germany,M,Bronze
Los Angeles,1984,Aquatics,Water polo,water polo,"MILANOVIC, Igor",Men,YUG,Yugoslavia,M,Gold
Los Angeles,1984,Aquatics,Water polo,water polo,"SUKNO, Goran",Men,YUG,Yugoslavia,M,Gold
Los Angeles,1984,Aquatics,Water polo,water polo,"OSSELMANN, Rainer",Men,FRG,West Germany,M,Bronze
Los Angeles,1984,Aquatics,Water polo,water polo,"ROJE, Zoran",Men,YUG,Yugoslavia,M,Gold
Los Angeles,1984,Aquatics,Water polo,water polo,"VULETIC, Bozo",Men,YUG,Yugoslavia,M,Gold
Los Angeles,1984,Aquatics,Water polo,water polo,"KRIVOKAPIC, Milorad",Men,YUG,Yugoslavia,M,Gold
Los Angeles,1984,Aquatics,Water polo,water polo,"DJUHO, Veselin",Men,YUG,Yugoslavia,M,Gold
Los Angeles,1984,Aquatics,Water polo,water polo,"BEBIC, Milivoj",Men,YUG,Yugoslavia,M,Gold
Los Angeles,1984,Aquatics,Water polo,water polo,"CAMPBELL, Jodocus David",Men,USA,United States,M,Silver
Los Angeles,1984,Aquatics,Water polo,water polo,"BURKE, Douglas Lambert",Men,USA,United States,M,Silver
Los Angeles,1984,Aquatics,Water polo,water polo,"MCDONALD, Andrew J.",Men,USA,United States,M,Silver
Los Angeles,1984,Aquatics,Water polo,water polo,"CAMPBELL, George Peter",Men,USA,United States,M,Silver
Los Angeles,1984,Aquatics,Water polo,water polo,"PASKVALIN, Tomislav",Men,YUG,Yugoslavia,M,Gold
Los Angeles,1984,Aquatics,Water polo,water polo,"CHALMOWSKY, Santiago",Men,FRG,West Germany,M,Bronze
Los Angeles,1984,Aquatics,Water polo,water polo,"SCHROEDER, Terence Alan",Men,USA,United States,M,Silver
Los Angeles,1984,Aquatics,Water polo,water polo,"POPOVIC, Andrija",Men,YUG,Yugoslavia,M,Gold
Los Angeles,1984,Aquatics,Water polo,water polo,"HOPPE, Rainer",Men,FRG,West Germany,M,Bronze
Los Angeles,1984,Aquatics,Water polo,water polo,"STAMM, Hagen",Men,FRG,West Germany,M,Bronze
